,card_played,hand_result,player,trump_card,card_led,player_bid,player_tricks_taken,player_hand,total_bids,total_tricks_taken,all_cards_played,hand_number,cards_played_trick
38,8C,,Dad,9H,"('Kelly', 'KC')",2,1,"['5H', '6D']",12,7,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C')]}",10,"[('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C')]"
39,AC,,Jack,9H,"('Kelly', 'KC')",3,2,"['0H', '2H']",12,7,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC')]}",10,"[('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC')]"
40,2H,,Jack,9H,"('Jack', '2H')",3,3,['0H'],12,8,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H')]}",10,"[('Jack', '2H')]"
41,6H,1,Kelly,9H,"('Jack', '2H')",3,2,['5C'],12,8,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H')]}",10,"[('Jack', '2H'), ('Kelly', '6H')]"
42,3H,,Tim,9H,"('Jack', '2H')",3,1,['9C'],12,8,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H')]}",10,"[('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H')]"
43,KS,1,Mom,9H,"('Jack', '2H')",1,1,['0D'],12,8,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS')]}",10,"[('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS')]"
44,5H,,Dad,9H,"('Jack', '2H')",2,1,['6D'],12,8,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS'), ('Dad', '5H')]}",10,"[('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS'), ('Dad', '5H')]"
45,5C,1,Kelly,9H,"('Kelly', '5C')",3,3,[],12,9,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS'), ('Dad', '5H'), ('Kelly', '5C')]}",10,"[('Kelly', '5C')]"
46,9C,,Tim,9H,"('Kelly', '5C')",3,1,[],12,9,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS'), ('Dad', '5H'), ('Kelly', '5C'), ('Tim', '9C')]}",10,"[('Kelly', '5C'), ('Tim', '9C')]"
47,0D,1,Mom,9H,"('Kelly', '5C')",1,1,[],12,9,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS'), ('Dad', '5H'), ('Kelly', '5C'), ('Tim', '9C'), ('Mom', '0D')]}",10,"[('Kelly', '5C'), ('Tim', '9C'), ('Mom', '0D')]"
48,6D,,Dad,9H,"('Kelly', '5C')",2,1,[],12,9,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS'), ('Dad', '5H'), ('Kelly', '5C'), ('Tim', '9C'), ('Mom', '0D'), ('Dad', '6D')]}",10,"[('Kelly', '5C'), ('Tim', '9C'), ('Mom', '0D'), ('Dad', '6D')]"
49,0H,,Jack,9H,"('Kelly', '5C')",3,3,[],12,9,"{10: [('Jack', '4S'), ('Kelly', '8S'), ('Tim', '7S'), ('Mom', '6S'), ('Dad', '9S'), ('Dad', '5S'), ('Jack', 'JS'), ('Kelly', '2S'), ('Tim', 'QS'), ('Mom', 'AS'), ('Mom', '8D'), ('Dad', '4D'), ('Jack', 'AD'), ('Kelly', 'QD'), ('Tim', '7D'), ('Jack', '0S'), ('Kelly', 'AH'), ('Tim', 'JD'), ('Mom', '3S'), ('Dad', '7C'), ('Kelly', 'KD'), ('Tim', 'JH'), ('Mom', '2D'), ('Dad', '9D'), ('Jack', '3D'), ('Tim', '4C'), ('Mom', '0C'), ('Dad', '3C'), ('Jack', 'JC'), ('Kelly', '6C'), ('Jack', '4H'), ('Kelly', 'KH'), ('Tim', '7H'), ('Mom', 'QH'), ('Dad', '8H'), ('Kelly', 'KC'), ('Tim', 'QC'), ('Mom', '5D'), ('Dad', '8C'), ('Jack', 'AC'), ('Jack', '2H'), ('Kelly', '6H'), ('Tim', '3H'), ('Mom', 'KS'), ('Dad', '5H'), ('Kelly', '5C'), ('Tim', '9C'), ('Mom', '0D'), ('Dad', '6D'), ('Jack', '0H')]}",10,"[('Kelly', '5C'), ('Tim', '9C'), ('Mom', '0D'), ('Dad', '6D'), ('Jack', '0H')]"
50,4S,,Dad,QD,"('Dad', '4S')",3,0,"['5D', 'JH', 'KD', '5H', '3D', '6S', '9H', '4C']",12,0,"{9: [('Dad', '4S')]}",9,"[('Dad', '4S')]"
51,KS,,Jack,QD,"('Dad', '4S')",2,0,"['JS', '7D', '8D', 'AS', 'KC', '8S', '4H', '2S']",12,0,"{9: [('Dad', '4S'), ('Jack', 'KS')]}",9,"[('Dad', '4S'), ('Jack', 'KS')]"
52,5S,1,Kelly,QD,"('Dad', '4S')",3,0,"['2C', '0D', '2D', 'AH', '4D', '9C', '8C', '6H']",12,0,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S')]}",9,"[('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S')]"
53,9S,,Tim,QD,"('Dad', '4S')",2,0,"['9D', 'JC', '6D', 'AC', '5C', 'QH', '8H', 'KH']",12,0,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S')]}",9,"[('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S')]"
54,QS,,Mom,QD,"('Dad', '4S')",2,0,"['QC', 'JD', 'AD', '7H', '0C', '3C', '2H', '7S']",12,0,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS')]}",9,"[('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS')]"
55,2S,,Jack,QD,"('Jack', '2S')",2,1,"['JS', '7D', '8D', 'AS', 'KC', '8S', '4H']",12,1,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S')]}",9,"[('Jack', '2S')]"
56,6H,1,Kelly,QD,"('Jack', '2S')",3,0,"['2C', '0D', '2D', 'AH', '4D', '9C', '8C']",12,1,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H')]}",9,"[('Jack', '2S'), ('Kelly', '6H')]"
57,KH,,Tim,QD,"('Jack', '2S')",2,0,"['9D', 'JC', '6D', 'AC', '5C', 'QH', '8H']",12,1,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH')]}",9,"[('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH')]"
58,7S,,Mom,QD,"('Jack', '2S')",2,0,"['QC', 'JD', 'AD', '7H', '0C', '3C', '2H']",12,1,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S')]}",9,"[('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S')]"
59,6S,,Dad,QD,"('Jack', '2S')",3,0,"['5D', 'JH', 'KD', '5H', '3D', '9H', '4C']",12,1,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S')]}",9,"[('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S')]"
60,2H,,Mom,QD,"('Mom', '2H')",2,1,"['QC', 'JD', 'AD', '7H', '0C', '3C']",12,2,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H')]}",9,"[('Mom', '2H')]"
61,JH,,Dad,QD,"('Mom', '2H')",3,0,"['5D', 'KD', '5H', '3D', '9H', '4C']",12,2,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH')]}",9,"[('Mom', '2H'), ('Dad', 'JH')]"
62,4H,,Jack,QD,"('Mom', '2H')",2,1,"['JS', '7D', '8D', 'AS', 'KC', '8S']",12,2,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H')]}",9,"[('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H')]"
63,AH,1,Kelly,QD,"('Mom', '2H')",3,0,"['2C', '0D', '2D', '4D', '9C', '8C']",12,2,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH')]}",9,"[('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH')]"
64,QH,,Tim,QD,"('Mom', '2H')",2,0,"['9D', 'JC', '6D', 'AC', '5C', '8H']",12,2,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH')]}",9,"[('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH')]"
65,8C,1,Kelly,QD,"('Kelly', '8C')",3,1,"['2C', '0D', '2D', '4D', '9C']",12,3,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C')]}",9,"[('Kelly', '8C')]"
66,JC,,Tim,QD,"('Kelly', '8C')",2,0,"['9D', '6D', 'AC', '5C', '8H']",12,3,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC')]}",9,"[('Kelly', '8C'), ('Tim', 'JC')]"
67,QC,,Mom,QD,"('Kelly', '8C')",2,1,"['JD', 'AD', '7H', '0C', '3C']",12,3,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC')]}",9,"[('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC')]"
68,4C,,Dad,QD,"('Kelly', '8C')",3,0,"['5D', 'KD', '5H', '3D', '9H']",12,3,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C')]}",9,"[('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C')]"
69,KC,,Jack,QD,"('Kelly', '8C')",2,1,"['JS', '7D', '8D', 'AS', '8S']",12,3,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C'), ('Jack', 'KC')]}",9,"[('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C'), ('Jack', 'KC')]"
70,8S,,Jack,QD,"('Jack', '8S')",2,2,"['JS', '7D', '8D', 'AS']",12,4,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C'), ('Jack', 'KC'), ('Jack', '8S')]}",9,"[('Jack', '8S')]"
71,9C,1,Kelly,QD,"('Jack', '8S')",3,1,"['2C', '0D', '2D', '4D']",12,4,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C'), ('Jack', 'KC'), ('Jack', '8S'), ('Kelly', '9C')]}",9,"[('Jack', '8S'), ('Kelly', '9C')]"
72,8H,,Tim,QD,"('Jack', '8S')",2,0,"['9D', '6D', 'AC', '5C']",12,4,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C'), ('Jack', 'KC'), ('Jack', '8S'), ('Kelly', '9C'), ('Tim', '8H')]}",9,"[('Jack', '8S'), ('Kelly', '9C'), ('Tim', '8H')]"
73,3C,,Mom,QD,"('Jack', '8S')",2,1,"['JD', 'AD', '7H', '0C']",12,4,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C'), ('Jack', 'KC'), ('Jack', '8S'), ('Kelly', '9C'), ('Tim', '8H'), ('Mom', '3C')]}",9,"[('Jack', '8S'), ('Kelly', '9C'), ('Tim', '8H'), ('Mom', '3C')]"
74,9H,,Dad,QD,"('Jack', '8S')",3,0,"['5D', 'KD', '5H', '3D']",12,4,"{9: [('Dad', '4S'), ('Jack', 'KS'), ('Kelly', '5S'), ('Tim', '9S'), ('Mom', 'QS'), ('Jack', '2S'), ('Kelly', '6H'), ('Tim', 'KH'), ('Mom', '7S'), ('Dad', '6S'), ('Mom', '2H'), ('Dad', 'JH'), ('Jack', '4H'), ('Kelly', 'AH'), ('Tim', 'QH'), ('Kelly', '8C'), ('Tim', 'JC'), ('Mom', 'QC'), ('Dad', '4C'), ('Jack', 'KC'), ('Jack', '8S'), ('Kelly', '9C'), ('Tim', '8H'), ('Mom', '3C'), ('Dad', '9H')]}",9,"[('Jack', '8S'), ('Kelly', '9C'), ('Tim', '8H'), ('Mom', '3C'), ('Dad', '9H')]"
